Molecule,Molecular_Formula,Classification,Tot_atoms,Tot_nH_atoms,IUPAC_Name,SMILES,InChI,InChIKey,Ref_OriDB,Original_DataBase,Mode,ExpFreq_New,CCSD(T)-F12c_Freqs,CCSD(T)-F12c_ScaledFreqs,FreqRange,Region,Symmetry,Mode_Description,Mode_Description_Exp,ModeClass,Statistic,Statistic_Type,Resolution,Journal,Year,BibTex_Code,DOI,Comments
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",12,524.01878,522.86,515.958248,Low,470 - 725,E,SiH3 wag,SiH3 wag,non-Stretch,10,One STD,Low-to-mid,Journal of Molecular Spectroscopy,2009,"@article{09BoOzBa,
abstract = {The vibration-torsion-rotation spectrum of CH3SiH3 has been measured from 470 to 725 cm-1 at near-Doppler resolution. The full-width at half - maximum of the lines observed near 600 cm-1 was 0.0011 cm-1. The spectra were obtained using a Bruker IFS 125 HR Fourier transform spectrometer with the broadband source radiation being supplied from the synchrotron emission of the storage ring at the Canadian Light Source. Three vibrational bands were investigated: the lowest lying perpendicular fundamental $\nu$12 centred near 524 cm-1, the lowest lying parallel fundamental $\nu$5 near 703 cm-1, and the torsional hot band $\nu$12 + $\nu$6 - $\nu$6 near 534 cm-1. For $\nu$12 and $\nu$5, the resolution and sensitivity are much improved over those in earlier studies, with many of the torsional multiplets now being resolved even in the cases where the upper levels are unperturbed. The primary motivation for the present work was the hot band, here reported for the first time, where the dependence of the silyl rock in $\nu$12 on the torsional motion is much more pronounced. In addition, for the vibrational ground state (gs), two ""forbidden"" high torsional overtones v6 = 3 _ 0 and 5 _ 0 have been observed that become allowed through resonant mixing of the upper states with $\nu$12 and $\nu$5, respectively. In each case, two (K, $\sigma$) series have been measured where the mixing is largest. Here $\sigma$ = 0, 1, -1 labels the torsional sub-levels. Using the Fourier transform waveguide spectrometer at E. T. H., the three $\sigma$-components of the (J = 1 _ 0) transition in $\nu$12 + $\nu$6 were observed, and a series of direct l-doubling transitions in $\nu$12 + $\nu$6 were measured for $\sigma$ = 0. In a global fit, all the new data have been analysed along with the frequencies for other transitions obtained in earlier investigations. The analysis takes into account the relevant interactions among the torsional stacks of levels in the gs, $\nu$12, and $\nu$5. These include the previously known (gs, $\nu$12) Coriolis-like and (gs, $\nu$5) Fermi-like interactions along with a higher order ($\nu$12, $\nu$5) Coriolis-like coupling introduced here. This last is responsible for the strong perturbation of the $\nu$5 series with K = 10, 11, and 12, and of the corresponding hot band series. A good fit to 9282 frequencies including 7942 new measurements was obtained both with the Free Rotor model in which the torsion is classified as a rotation, and with the High Barrier model in which the torsion is classified as a vibration. The Hamiltonian is discussed with emphasis on the new terms required for treating $\nu$12 + $\nu$6 - $\nu$6. {\textcopyright} 2009 Elsevier Inc. All rights reserved.},
author = {Borvayeh, L. and Ozier, I. and Bauder, A. and Moazzen-Ahmadi, N.},
doi = {10.1016/J.JMS.2009.03.008},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
keywords = {Coriolis,Fermi,Infrared,Internal rotation,Methyl silane,Microwave,Synchrotron,Torsion,Vibration},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jun},
number = {2},
pages = {122--133},
publisher = {Academic Press},
title = {{High resolution infrared spectrum and global analysis of $\nu$5, $\nu$12, and $\nu$12 + $\nu$6 _ $\nu$6 in CH3SiH3}},
volume = {255},
year = {2009}
}",_10.1016/J.JMS.2009.03.008,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",5,702.97604,711.87,702.473316,Low,470 - 725,A1,Si-C stretch,Si-C stretch,Stretch,10,One STD,Low-to-mid,Journal of Molecular Spectroscopy,2009,"@article{09BoOzBa,
abstract = {The vibration-torsion-rotation spectrum of CH3SiH3 has been measured from 470 to 725 cm-1 at near-Doppler resolution. The full-width at half - maximum of the lines observed near 600 cm-1 was 0.0011 cm-1. The spectra were obtained using a Bruker IFS 125 HR Fourier transform spectrometer with the broadband source radiation being supplied from the synchrotron emission of the storage ring at the Canadian Light Source. Three vibrational bands were investigated: the lowest lying perpendicular fundamental $\nu$12 centred near 524 cm-1, the lowest lying parallel fundamental $\nu$5 near 703 cm-1, and the torsional hot band $\nu$12 + $\nu$6 - $\nu$6 near 534 cm-1. For $\nu$12 and $\nu$5, the resolution and sensitivity are much improved over those in earlier studies, with many of the torsional multiplets now being resolved even in the cases where the upper levels are unperturbed. The primary motivation for the present work was the hot band, here reported for the first time, where the dependence of the silyl rock in $\nu$12 on the torsional motion is much more pronounced. In addition, for the vibrational ground state (gs), two ""forbidden"" high torsional overtones v6 = 3 _ 0 and 5 _ 0 have been observed that become allowed through resonant mixing of the upper states with $\nu$12 and $\nu$5, respectively. In each case, two (K, $\sigma$) series have been measured where the mixing is largest. Here $\sigma$ = 0, 1, -1 labels the torsional sub-levels. Using the Fourier transform waveguide spectrometer at E. T. H., the three $\sigma$-components of the (J = 1 _ 0) transition in $\nu$12 + $\nu$6 were observed, and a series of direct l-doubling transitions in $\nu$12 + $\nu$6 were measured for $\sigma$ = 0. In a global fit, all the new data have been analysed along with the frequencies for other transitions obtained in earlier investigations. The analysis takes into account the relevant interactions among the torsional stacks of levels in the gs, $\nu$12, and $\nu$5. These include the previously known (gs, $\nu$12) Coriolis-like and (gs, $\nu$5) Fermi-like interactions along with a higher order ($\nu$12, $\nu$5) Coriolis-like coupling introduced here. This last is responsible for the strong perturbation of the $\nu$5 series with K = 10, 11, and 12, and of the corresponding hot band series. A good fit to 9282 frequencies including 7942 new measurements was obtained both with the Free Rotor model in which the torsion is classified as a rotation, and with the High Barrier model in which the torsion is classified as a vibration. The Hamiltonian is discussed with emphasis on the new terms required for treating $\nu$12 + $\nu$6 - $\nu$6. {\textcopyright} 2009 Elsevier Inc. All rights reserved.},
author = {Borvayeh, L. and Ozier, I. and Bauder, A. and Moazzen-Ahmadi, N.},
doi = {10.1016/J.JMS.2009.03.008},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
keywords = {Coriolis,Fermi,Infrared,Internal rotation,Methyl silane,Microwave,Synchrotron,Torsion,Vibration},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jun},
number = {2},
pages = {122--133},
publisher = {Academic Press},
title = {{High resolution infrared spectrum and global analysis of $\nu$5, $\nu$12, and $\nu$12 + $\nu$6 _ $\nu$6 in CH3SiH3}},
volume = {255},
year = {2009}
}",_10.1016/J.JMS.2009.03.008,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",11,871,891.56,879.791408,Low,500 - 2900,E,CH3 twist,CH3 twist,non-Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1962,"@article{62Wi,
abstract = {The low-resolution infrared spectra of methyl silane and methyl trideuterosilane are reported for the 450-10,000 cm-1 region. All the fundamental frequencies are assigned to normal modes, and tentative assignments are given to many of the overtone and combination bands. The analyses of two parallel- and four perpendicular-type bands of methyl silane and of one parallel- and one perpendicular-type band of methyl trideuterosilane are reported for the 2000-5000 cm-1 region. The combination difference-sum method of analysis is employed. In the case of the parallel bands, the rotational constants A_, B_, B_, and DJ are reported. In the case of the perpendicular bands, values are reported for A_, B_, $\zeta$i, and DK. The ground-state rotational constants A_ and B_ are obtainable from previous microwave studies. {\textcopyright} 1962.},
author = {Wilde, R. E.},
doi = {10.1016/0022-2852(62)90042-5},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1-6},
pages = {427--454},
publisher = {Academic Press},
title = {{The infrared spectrum of CH3SiH3 and CH3SiD3}},
volume = {8},
year = {1962}
}",_10.1016/0022-2852(62)90042-5,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",11,871,891.59,879.821012,Low,500 - 2900,E,SiH3 bend,SiH3 bend,non-Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1962,"@article{62Wi,
abstract = {The low-resolution infrared spectra of methyl silane and methyl trideuterosilane are reported for the 450-10,000 cm-1 region. All the fundamental frequencies are assigned to normal modes, and tentative assignments are given to many of the overtone and combination bands. The analyses of two parallel- and four perpendicular-type bands of methyl silane and of one parallel- and one perpendicular-type band of methyl trideuterosilane are reported for the 2000-5000 cm-1 region. The combination difference-sum method of analysis is employed. In the case of the parallel bands, the rotational constants A_, B_, B_, and DJ are reported. In the case of the perpendicular bands, values are reported for A_, B_, $\zeta$i, and DK. The ground-state rotational constants A_ and B_ are obtainable from previous microwave studies. {\textcopyright} 1962.},
author = {Wilde, R. E.},
doi = {10.1016/0022-2852(62)90042-5},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1-6},
pages = {427--454},
publisher = {Academic Press},
title = {{The infrared spectrum of CH3SiH3 and CH3SiD3}},
volume = {8},
year = {1962}
}",_10.1016/0022-2852(62)90042-5,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",4,946,962.19,949.489092,Low,500 - 2900,A1,CH3 twist,CH3 twist,non-Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1962,"@article{62Wi,
abstract = {The low-resolution infrared spectra of methyl silane and methyl trideuterosilane are reported for the 450-10,000 cm-1 region. All the fundamental frequencies are assigned to normal modes, and tentative assignments are given to many of the overtone and combination bands. The analyses of two parallel- and four perpendicular-type bands of methyl silane and of one parallel- and one perpendicular-type band of methyl trideuterosilane are reported for the 2000-5000 cm-1 region. The combination difference-sum method of analysis is employed. In the case of the parallel bands, the rotational constants A_, B_, B_, and DJ are reported. In the case of the perpendicular bands, values are reported for A_, B_, $\zeta$i, and DK. The ground-state rotational constants A_ and B_ are obtainable from previous microwave studies. {\textcopyright} 1962.},
author = {Wilde, R. E.},
doi = {10.1016/0022-2852(62)90042-5},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1-6},
pages = {427--454},
publisher = {Academic Press},
title = {{The infrared spectrum of CH3SiH3 and CH3SiD3}},
volume = {8},
year = {1962}
}",_10.1016/0022-2852(62)90042-5,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",10,946,973.8,960.94584,Low,500 - 2900,E,SiH2 scissor,SiH2 scissor,non-Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1962,"@article{62Wi,
abstract = {The low-resolution infrared spectra of methyl silane and methyl trideuterosilane are reported for the 450-10,000 cm-1 region. All the fundamental frequencies are assigned to normal modes, and tentative assignments are given to many of the overtone and combination bands. The analyses of two parallel- and four perpendicular-type bands of methyl silane and of one parallel- and one perpendicular-type band of methyl trideuterosilane are reported for the 2000-5000 cm-1 region. The combination difference-sum method of analysis is employed. In the case of the parallel bands, the rotational constants A_, B_, B_, and DJ are reported. In the case of the perpendicular bands, values are reported for A_, B_, $\zeta$i, and DK. The ground-state rotational constants A_ and B_ are obtainable from previous microwave studies. {\textcopyright} 1962.},
author = {Wilde, R. E.},
doi = {10.1016/0022-2852(62)90042-5},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1-6},
pages = {427--454},
publisher = {Academic Press},
title = {{The infrared spectrum of CH3SiH3 and CH3SiD3}},
volume = {8},
year = {1962}
}",_10.1016/0022-2852(62)90042-5,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",10,946,974.16,961.301088,Low,500 - 2900,E,SiH2 scissor,SiH2 scissor,non-Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1962,"@article{62Wi,
abstract = {The low-resolution infrared spectra of methyl silane and methyl trideuterosilane are reported for the 450-10,000 cm-1 region. All the fundamental frequencies are assigned to normal modes, and tentative assignments are given to many of the overtone and combination bands. The analyses of two parallel- and four perpendicular-type bands of methyl silane and of one parallel- and one perpendicular-type band of methyl trideuterosilane are reported for the 2000-5000 cm-1 region. The combination difference-sum method of analysis is employed. In the case of the parallel bands, the rotational constants A_, B_, B_, and DJ are reported. In the case of the perpendicular bands, values are reported for A_, B_, $\zeta$i, and DK. The ground-state rotational constants A_ and B_ are obtainable from previous microwave studies. {\textcopyright} 1962.},
author = {Wilde, R. E.},
doi = {10.1016/0022-2852(62)90042-5},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1-6},
pages = {427--454},
publisher = {Academic Press},
title = {{The infrared spectrum of CH3SiH3 and CH3SiD3}},
volume = {8},
year = {1962}
}",_10.1016/0022-2852(62)90042-5,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",3,1264,1302.76,1267.194652,Mid,500 - 2900,A1,CH3 bend,CH3 bend,non-Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1962,"@article{62Wi,
abstract = {The low-resolution infrared spectra of methyl silane and methyl trideuterosilane are reported for the 450-10,000 cm-1 region. All the fundamental frequencies are assigned to normal modes, and tentative assignments are given to many of the overtone and combination bands. The analyses of two parallel- and four perpendicular-type bands of methyl silane and of one parallel- and one perpendicular-type band of methyl trideuterosilane are reported for the 2000-5000 cm-1 region. The combination difference-sum method of analysis is employed. In the case of the parallel bands, the rotational constants A_, B_, B_, and DJ are reported. In the case of the perpendicular bands, values are reported for A_, B_, $\zeta$i, and DK. The ground-state rotational constants A_ and B_ are obtainable from previous microwave studies. {\textcopyright} 1962.},
author = {Wilde, R. E.},
doi = {10.1016/0022-2852(62)90042-5},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1-6},
pages = {427--454},
publisher = {Academic Press},
title = {{The infrared spectrum of CH3SiH3 and CH3SiD3}},
volume = {8},
year = {1962}
}",_10.1016/0022-2852(62)90042-5,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",9,1403,1474.74,1434.479598,Mid,500 - 2900,E,CH2 bend,CH2 scissor,non-Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1962,"@article{62Wi,
abstract = {The low-resolution infrared spectra of methyl silane and methyl trideuterosilane are reported for the 450-10,000 cm-1 region. All the fundamental frequencies are assigned to normal modes, and tentative assignments are given to many of the overtone and combination bands. The analyses of two parallel- and four perpendicular-type bands of methyl silane and of one parallel- and one perpendicular-type band of methyl trideuterosilane are reported for the 2000-5000 cm-1 region. The combination difference-sum method of analysis is employed. In the case of the parallel bands, the rotational constants A_, B_, B_, and DJ are reported. In the case of the perpendicular bands, values are reported for A_, B_, $\zeta$i, and DK. The ground-state rotational constants A_ and B_ are obtainable from previous microwave studies. {\textcopyright} 1962.},
author = {Wilde, R. E.},
doi = {10.1016/0022-2852(62)90042-5},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1-6},
pages = {427--454},
publisher = {Academic Press},
title = {{The infrared spectrum of CH3SiH3 and CH3SiD3}},
volume = {8},
year = {1962}
}",_10.1016/0022-2852(62)90042-5,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",9,1403,1474.98,1434.713046,Mid,500 - 2900,E,CH2 bend,CH2 scissor,non-Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1962,"@article{62Wi,
abstract = {The low-resolution infrared spectra of methyl silane and methyl trideuterosilane are reported for the 450-10,000 cm-1 region. All the fundamental frequencies are assigned to normal modes, and tentative assignments are given to many of the overtone and combination bands. The analyses of two parallel- and four perpendicular-type bands of methyl silane and of one parallel- and one perpendicular-type band of methyl trideuterosilane are reported for the 2000-5000 cm-1 region. The combination difference-sum method of analysis is employed. In the case of the parallel bands, the rotational constants A_, B_, B_, and DJ are reported. In the case of the perpendicular bands, values are reported for A_, B_, $\zeta$i, and DK. The ground-state rotational constants A_ and B_ are obtainable from previous microwave studies. {\textcopyright} 1962.},
author = {Wilde, R. E.},
doi = {10.1016/0022-2852(62)90042-5},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1-6},
pages = {427--454},
publisher = {Academic Press},
title = {{The infrared spectrum of CH3SiH3 and CH3SiD3}},
volume = {8},
year = {1962}
}",_10.1016/0022-2852(62)90042-5,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",2,2165.69,2244.88,2147.003232,High,500 - 2900,A1,Si-H stretch,Si-H sym stretch,Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1962,"@article{62Wi,
abstract = {The low-resolution infrared spectra of methyl silane and methyl trideuterosilane are reported for the 450-10,000 cm-1 region. All the fundamental frequencies are assigned to normal modes, and tentative assignments are given to many of the overtone and combination bands. The analyses of two parallel- and four perpendicular-type bands of methyl silane and of one parallel- and one perpendicular-type band of methyl trideuterosilane are reported for the 2000-5000 cm-1 region. The combination difference-sum method of analysis is employed. In the case of the parallel bands, the rotational constants A_, B_, B_, and DJ are reported. In the case of the perpendicular bands, values are reported for A_, B_, $\zeta$i, and DK. The ground-state rotational constants A_ and B_ are obtainable from previous microwave studies. {\textcopyright} 1962.},
author = {Wilde, R. E.},
doi = {10.1016/0022-2852(62)90042-5},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1-6},
pages = {427--454},
publisher = {Academic Press},
title = {{The infrared spectrum of CH3SiH3 and CH3SiD3}},
volume = {8},
year = {1962}
}",_10.1016/0022-2852(62)90042-5,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",8,2169,2245.06,2147.175384,High,500 - 2900,E,Si-H stretch,Si-H asym stretch,Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1962,"@article{62Wi,
abstract = {The low-resolution infrared spectra of methyl silane and methyl trideuterosilane are reported for the 450-10,000 cm-1 region. All the fundamental frequencies are assigned to normal modes, and tentative assignments are given to many of the overtone and combination bands. The analyses of two parallel- and four perpendicular-type bands of methyl silane and of one parallel- and one perpendicular-type band of methyl trideuterosilane are reported for the 2000-5000 cm-1 region. The combination difference-sum method of analysis is employed. In the case of the parallel bands, the rotational constants A_, B_, B_, and DJ are reported. In the case of the perpendicular bands, values are reported for A_, B_, $\zeta$i, and DK. The ground-state rotational constants A_ and B_ are obtainable from previous microwave studies. {\textcopyright} 1962.},
author = {Wilde, R. E.},
doi = {10.1016/0022-2852(62)90042-5},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1-6},
pages = {427--454},
publisher = {Academic Press},
title = {{The infrared spectrum of CH3SiH3 and CH3SiD3}},
volume = {8},
year = {1962}
}",_10.1016/0022-2852(62)90042-5,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",8,2169,2248.59,2150.551476,High,500 - 2900,E,Si-H stretch,Si-H asym stretch,Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1962,"@article{62Wi,
abstract = {The low-resolution infrared spectra of methyl silane and methyl trideuterosilane are reported for the 450-10,000 cm-1 region. All the fundamental frequencies are assigned to normal modes, and tentative assignments are given to many of the overtone and combination bands. The analyses of two parallel- and four perpendicular-type bands of methyl silane and of one parallel- and one perpendicular-type band of methyl trideuterosilane are reported for the 2000-5000 cm-1 region. The combination difference-sum method of analysis is employed. In the case of the parallel bands, the rotational constants A_, B_, B_, and DJ are reported. In the case of the perpendicular bands, values are reported for A_, B_, $\zeta$i, and DK. The ground-state rotational constants A_ and B_ are obtainable from previous microwave studies. {\textcopyright} 1962.},
author = {Wilde, R. E.},
doi = {10.1016/0022-2852(62)90042-5},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1-6},
pages = {427--454},
publisher = {Academic Press},
title = {{The infrared spectrum of CH3SiH3 and CH3SiD3}},
volume = {8},
year = {1962}
}",_10.1016/0022-2852(62)90042-5,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",1,2928.84,3043.67,2910.965988,High,500 - 2900,A1,C-H stretch,C-H sym stretch,Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1962,"@article{62Wi,
abstract = {The low-resolution infrared spectra of methyl silane and methyl trideuterosilane are reported for the 450-10,000 cm-1 region. All the fundamental frequencies are assigned to normal modes, and tentative assignments are given to many of the overtone and combination bands. The analyses of two parallel- and four perpendicular-type bands of methyl silane and of one parallel- and one perpendicular-type band of methyl trideuterosilane are reported for the 2000-5000 cm-1 region. The combination difference-sum method of analysis is employed. In the case of the parallel bands, the rotational constants A_, B_, B_, and DJ are reported. In the case of the perpendicular bands, values are reported for A_, B_, $\zeta$i, and DK. The ground-state rotational constants A_ and B_ are obtainable from previous microwave studies. {\textcopyright} 1962.},
author = {Wilde, R. E.},
doi = {10.1016/0022-2852(62)90042-5},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1-6},
pages = {427--454},
publisher = {Academic Press},
title = {{The infrared spectrum of CH3SiH3 and CH3SiD3}},
volume = {8},
year = {1962}
}",_10.1016/0022-2852(62)90042-5,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",7,2981.57,3128.87,2992.451268,High,500 - 2900,E,C-H stretch,C-H asym stretch,Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1962,"@article{62Wi,
abstract = {The low-resolution infrared spectra of methyl silane and methyl trideuterosilane are reported for the 450-10,000 cm-1 region. All the fundamental frequencies are assigned to normal modes, and tentative assignments are given to many of the overtone and combination bands. The analyses of two parallel- and four perpendicular-type bands of methyl silane and of one parallel- and one perpendicular-type band of methyl trideuterosilane are reported for the 2000-5000 cm-1 region. The combination difference-sum method of analysis is employed. In the case of the parallel bands, the rotational constants A_, B_, B_, and DJ are reported. In the case of the perpendicular bands, values are reported for A_, B_, $\zeta$i, and DK. The ground-state rotational constants A_ and B_ are obtainable from previous microwave studies. {\textcopyright} 1962.},
author = {Wilde, R. E.},
doi = {10.1016/0022-2852(62)90042-5},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1-6},
pages = {427--454},
publisher = {Academic Press},
title = {{The infrared spectrum of CH3SiH3 and CH3SiD3}},
volume = {8},
year = {1962}
}",_10.1016/0022-2852(62)90042-5,NA
CH6Si,CH3SiH3,Others,8,2,Methylsilane,C[SiH3],InChI=1S/CH6Si/c1-2/h1-2H3,UIUXUFNYAYAMOE-UHFFFAOYSA-N,"[07MeMoRa,21UnNaOz]","[1064f/122mol,824f/157mol]",7,2981.57,3129.1,2992.67124,High,500 - 2900,E,C-H stretch,C-H asym stretch,Stretch,-,-,Low-to-mid,Journal of Molecular Spectroscopy,1962,"@article{62Wi,
abstract = {The low-resolution infrared spectra of methyl silane and methyl trideuterosilane are reported for the 450-10,000 cm-1 region. All the fundamental frequencies are assigned to normal modes, and tentative assignments are given to many of the overtone and combination bands. The analyses of two parallel- and four perpendicular-type bands of methyl silane and of one parallel- and one perpendicular-type band of methyl trideuterosilane are reported for the 2000-5000 cm-1 region. The combination difference-sum method of analysis is employed. In the case of the parallel bands, the rotational constants A_, B_, B_, and DJ are reported. In the case of the perpendicular bands, values are reported for A_, B_, $\zeta$i, and DK. The ground-state rotational constants A_ and B_ are obtainable from previous microwave studies. {\textcopyright} 1962.},
author = {Wilde, R. E.},
doi = {10.1016/0022-2852(62)90042-5},
issn = {0022-2852},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1-6},
pages = {427--454},
publisher = {Academic Press},
title = {{The infrared spectrum of CH3SiH3 and CH3SiD3}},
volume = {8},
year = {1962}
}",_10.1016/0022-2852(62)90042-5,NA
